id;destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
1286;Home;Alone;Sunny;55;10PM;Carry out & Take away;1d;Female;50plus;Single;0;High School Graduate;Management;$37500 - $49999;less1;less1;less1;less1;1~3;1;1;1;0;1;1
1287;Work;Alone;Snowy;30;7AM;Restaurant(<20);1d;Male;26;Single;0;Bachelors degree;Student;$12500 - $24999;less1;gt8;gt8;gt8;less1;1;1;0;0;1;1
1288;No Urgent Place;Partner;Sunny;30;10AM;Restaurant(20-50);1d;Female;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;1~3;1~3;4~8;1~3;less1;1;0;0;0;1;1
1289;No Urgent Place;Kid(s);Sunny;55;6PM;Coffee House;2h;Female;41;Married partner;1;Some college - no degree;Unemployed;$25000 - $37499;never;never;4~8;1~3;less1;1;1;0;0;1;0
1290;Home;Alone;Rainy;55;10PM;Coffee House;2h;Male;31;Married partner;1;Some college - no degree;Protective Service;$100000 or More;1~3;less1;4~8;1~3;4~8;1;0;0;1;0;1
1291;No Urgent Place;Friend(s);Sunny;80;10PM;Bar;1d;Male;21;Single;0;Some college - no degree;Computer & Mathematical;Less than $12500;never;4~8;4~8;4~8;never;1;1;0;0;1;0
1292;Home;Alone;Sunny;30;6PM;Carry out & Take away;1d;Female;41;Married partner;1;Some college - no degree;Education&Training&Library;$100000 or More;never;gt8;gt8;gt8;4~8;1;0;0;0;1;1
1293;No Urgent Place;Alone;Rainy;55;10AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Protective Service;$25000 - $37499;never;never;gt8;less1;less1;1;1;0;0;1;0
1294;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$12500 - $24999;4~8;4~8;4~8;4~8;less1;1;1;0;0;1;1
1295;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(20-50);1d;Female;31;Divorced;1;Some college - no degree;Food Preparation & Serving Related;$12500 - $24999;less1;less1;4~8;gt8;gt8;1;1;0;0;1;1
1296;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;31;Married partner;1;Bachelors degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;never;1~3;never;never;1;1;1;0;1;0
1297;Work;Alone;Sunny;30;7AM;Bar;1d;Male;31;Single;0;Bachelors degree;Office & Administrative Support;$25000 - $37499;never;less1;less1;less1;less1;1;1;0;1;0;0
1298;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;less1;1~3;4~8;4~8;never;1;1;1;0;1;1
1299;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Male;31;Single;0;Some college - no degree;Sales & Related;$37500 - $49999;4~8;gt8;gt8;1~3;less1;1;1;0;0;1;1
1300;No Urgent Place;Kid(s);Sunny;55;6PM;Coffee House;2h;Male;46;Unmarried partner;1;Bachelors degree;Business & Financial;$62500 - $74999;never;less1;4~8;1~3;never;1;1;0;0;1;0
1301;No Urgent Place;Kid(s);Sunny;80;10AM;Bar;1d;Female;41;Divorced;1;Some college - no degree;Protective Service;$25000 - $37499;less1;less1;4~8;1~3;less1;1;1;0;0;1;0
1302;No Urgent Place;Kid(s);Sunny;80;2PM;Restaurant(<20);1d;Female;21;Unmarried partner;1;Some college - no degree;Unemployed;$37500 - $49999;never;never;;4~8;1~3;1;0;0;0;1;1
1303;Work;Alone;Rainy;55;7AM;Carry out & Take away;2h;Male;36;Single;0;Graduate degree (Masters or Doctorate);Unemployed;Less than $12500;never;less1;less1;4~8;less1;1;1;0;1;0;0
1304;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;1d;Female;26;Unmarried partner;0;Some college - no degree;Student;$25000 - $37499;never;less1;1~3;1~3;less1;1;0;0;0;1;0
1305;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Female;50plus;Single;0;Bachelors degree;Unemployed;Less than $12500;never;never;less1;less1;never;1;1;0;0;1;1
1306;Home;Alone;Snowy;30;10PM;Coffee House;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;less1;1~3;4~8;1~3;never;1;1;0;0;1;1
1307;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Female;46;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$37500 - $49999;never;less1;less1;less1;never;1;1;0;0;1;0
1308;Home;Alone;Sunny;80;10PM;Carry out & Take away;1d;Male;41;Divorced;1;Associates degree;Arts Design Entertainment Sports & Media;$12500 - $24999;4~8;4~8;1~3;1~3;less1;1;0;0;1;0;1
1309;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Male;26;Married partner;0;Graduate degree (Masters or Doctorate);Architecture & Engineering;$100000 or More;1~3;1~3;1~3;4~8;4~8;1;1;1;0;1;0
1310;Home;Partner;Sunny;30;10PM;Bar;2h;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;less1;1~3;1~3;1~3;less1;1;1;1;0;1;1
1311;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Male;31;Single;0;Some college - no degree;Unemployed;$12500 - $24999;1~3;less1;4~8;less1;never;1;0;0;0;1;0
1312;No Urgent Place;Kid(s);Sunny;80;10AM;Restaurant(<20);2h;Female;31;Unmarried partner;1;Associates degree;Education&Training&Library;$50000 - $62499;never;never;4~8;;never;1;1;0;0;1;1
1313;Home;Kid(s);Sunny;55;10PM;Restaurant(20-50);2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;less1;1~3;4~8;1~3;never;1;1;0;0;1;1
1314;Home;Partner;Sunny;30;6PM;Restaurant(<20);1d;Male;26;Single;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;1~3;4~8;1~3;1;1;1;0;1;1
1315;Home;Alone;Snowy;30;10PM;Restaurant(<20);2h;Male;36;Single;0;Some college - no degree;Business & Financial;$37500 - $49999;never;less1;gt8;gt8;never;1;1;1;0;1;0
1316;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Business & Financial;$75000 - $87499;less1;1~3;gt8;4~8;less1;1;1;1;0;1;0
1317;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;50plus;Married partner;1;Bachelors degree;Sales & Related;$50000 - $62499;4~8;4~8;1~3;1~3;less1;1;0;0;0;1;1
1318;Work;Alone;Rainy;55;7AM;Carry out & Take away;2h;Male;below21;Single;0;High School Graduate;Student;$87500 - $99999;never;less1;1~3;4~8;4~8;1;1;0;1;0;1
1319;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);1d;Male;31;Married partner;0;Bachelors degree;Management;$87500 - $99999;1~3;4~8;1~3;gt8;gt8;1;0;0;0;1;1
1320;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;never;never;4~8;gt8;4~8;1;0;0;1;0;1
1321;Home;Alone;Sunny;55;6PM;Restaurant(20-50);2h;Male;21;Single;0;High School Graduate;Student;$37500 - $49999;less1;never;less1;less1;never;1;1;0;0;1;1
1322;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Male;21;Unmarried partner;0;Bachelors degree;Student;Less than $12500;1~3;less1;4~8;1~3;less1;1;0;0;0;1;0
1323;Home;Alone;Snowy;30;10PM;Coffee House;2h;Female;36;Married partner;0;Bachelors degree;Unemployed;$100000 or More;less1;never;1~3;less1;less1;1;1;0;0;1;0
1324;Home;Partner;Rainy;55;6PM;Coffee House;1d;Female;21;Married partner;0;High School Graduate;Office & Administrative Support;$12500 - $24999;never;never;4~8;1~3;less1;1;0;0;1;0;1
1325;No Urgent Place;Alone;Snowy;30;10AM;Restaurant(<20);1d;Female;below21;Single;0;Bachelors degree;Student;$12500 - $24999;gt8;1~3;less1;4~8;gt8;1;1;0;0;1;1
1326;No Urgent Place;Partner;Sunny;80;10PM;Restaurant(<20);1d;Male;21;Unmarried partner;0;Bachelors degree;Business & Financial;$62500 - $74999;4~8;1~3;4~8;1~3;less1;1;1;0;0;1;1
1327;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;never;1~3;4~8;4~8;less1;1;1;0;0;1;1
1328;Home;Alone;Snowy;30;10PM;Restaurant(20-50);2h;Female;50plus;Married partner;1;Bachelors degree;Education&Training&Library;$12500 - $24999;less1;4~8;4~8;gt8;less1;1;0;0;0;1;0
1329;Home;Alone;Sunny;80;6PM;Carry out & Take away;1d;Female;21;Single;0;Bachelors degree;Business & Financial;$50000 - $62499;less1;gt8;gt8;gt8;4~8;1;0;0;0;1;1
1330;Work;Alone;Snowy;30;7AM;Bar;1d;Female;50plus;Widowed;1;High School Graduate;Retired;$12500 - $24999;never;never;4~8;1~3;;1;1;1;0;1;0
1331;Home;Alone;Sunny;80;10PM;Restaurant(<20);2h;Female;21;Unmarried partner;0;Bachelors degree;Student;$50000 - $62499;less1;never;1~3;4~8;1~3;1;0;0;1;0;1
1332;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;never;1~3;4~8;4~8;less1;1;1;0;0;1;1
1333;Work;Alone;Sunny;55;7AM;Bar;1d;Male;46;Unmarried partner;1;Bachelors degree;Business & Financial;$62500 - $74999;never;less1;4~8;1~3;never;1;1;1;0;1;0
1334;Work;Alone;Sunny;80;7AM;Restaurant(<20);1d;Female;50plus;Single;1;Bachelors degree;Office & Administrative Support;$37500 - $49999;less1;4~8;1~3;1~3;1~3;1;0;0;1;0;1
1335;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;below21;Single;0;Some college - no degree;Student;$62500 - $74999;never;1~3;1~3;never;1~3;1;1;0;0;1;1
1336;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Female;46;Single;0;Some college - no degree;Office & Administrative Support;$37500 - $49999;never;1~3;gt8;4~8;1~3;1;1;0;0;1;1
1337;Home;Partner;Sunny;30;10PM;Restaurant(<20);2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;1;0;1;0;0
1338;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Female;36;Divorced;1;Graduate degree (Masters or Doctorate);Student;$12500 - $24999;never;gt8;gt8;gt8;1~3;1;0;0;1;0;0
1339;Home;Alone;Sunny;30;6PM;Restaurant(20-50);1d;Female;50plus;Widowed;1;Some college - no degree;Food Preparation & Serving Related;Less than $12500;never;never;1~3;4~8;less1;1;0;0;1;0;1
1340;No Urgent Place;Alone;Sunny;80;2PM;Restaurant(<20);2h;Female;50plus;Single;0;Bachelors degree;Retired;$37500 - $49999;never;never;less1;4~8;less1;1;1;0;0;1;1
1341;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;1~3;1~3;1~3;less1;1;0;0;1;0;1
1342;No Urgent Place;Partner;Rainy;55;10AM;Carry out & Take away;2h;Male;26;Single;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;less1;less1;less1;1;0;0;0;1;0
1343;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;50plus;Married partner;1;Bachelors degree;Retired;$87500 - $99999;never;never;less1;1~3;less1;1;0;0;0;1;0
1344;Home;Alone;Rainy;55;10PM;Coffee House;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;less1;1~3;4~8;1~3;never;1;0;0;1;0;1
1345;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$12500 - $24999;4~8;4~8;4~8;4~8;less1;1;1;0;0;1;1
1346;No Urgent Place;Friend(s);Sunny;55;10PM;Bar;2h;Male;36;Unmarried partner;0;Some college - no degree;Construction & Extraction;$25000 - $37499;never;4~8;4~8;less1;less1;1;1;0;0;1;1
1347;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;26;Single;0;Bachelors degree;Unemployed;Less than $12500;4~8;1~3;gt8;4~8;1~3;1;1;0;1;0;1
1348;No Urgent Place;Friend(s);Sunny;55;6PM;Carry out & Take away;1d;Male;41;Single;0;Some college - no degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;never;1~3;1~3;never;1;1;0;0;1;0
1349;Home;Alone;Sunny;80;6PM;Restaurant(<20);1d;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;1;0;1
1350;Home;Partner;Sunny;30;10PM;Bar;2h;Male;31;Married partner;1;Bachelors degree;Business & Financial;$100000 or More;less1;never;4~8;gt8;less1;1;1;1;0;1;1
1351;Home;Alone;Sunny;55;6PM;Restaurant(20-50);2h;Male;21;Single;0;Bachelors degree;Computer & Mathematical;$12500 - $24999;less1;1~3;gt8;gt8;1~3;1;1;0;0;1;1
1352;Home;Alone;Sunny;80;6PM;Bar;2h;Male;36;Unmarried partner;1;Associates degree;Unemployed;$25000 - $37499;never;never;1~3;less1;never;1;0;0;1;0;0
1353;No Urgent Place;Kid(s);Rainy;55;10PM;Bar;1d;Male;36;Married partner;1;Bachelors degree;Business & Financial;$75000 - $87499;less1;less1;4~8;1~3;1~3;1;1;0;0;1;0
1354;Home;Alone;Sunny;55;6PM;Bar;1d;Female;41;Married partner;1;Associates degree;Unemployed;$75000 - $87499;never;less1;4~8;1~3;less1;1;0;0;1;0;0
1355;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;36;Single;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;less1;4~8;4~8;1~3;less1;1;0;0;1;0;1
1356;No Urgent Place;Kid(s);Sunny;80;10AM;Coffee House;2h;Male;36;Married partner;1;Bachelors degree;Sales & Related;$62500 - $74999;never;never;less1;1~3;1~3;1;0;0;0;1;0
1357;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;50plus;Married partner;1;Associates degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;never;less1;1~3;never;1;1;0;0;1;0
1358;Home;Alone;Sunny;80;6PM;Restaurant(<20);1d;Female;50plus;Single;1;Some college - no degree;Unemployed;Less than $12500;never;1~3;less1;1~3;less1;1;0;0;1;0;1
1359;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(<20);1d;Female;21;Single;0;Some college - no degree;Life Physical Social Science;Less than $12500;less1;1~3;4~8;gt8;less1;1;1;0;0;1;1
1360;Work;Alone;Snowy;30;7AM;Coffee House;1d;Female;26;Single;0;Bachelors degree;Office & Administrative Support;$12500 - $24999;less1;less1;less1;less1;less1;1;0;0;1;0;0
1361;Home;Alone;Sunny;80;6PM;Coffee House;1d;Female;21;Unmarried partner;0;Some college - no degree;Sales & Related;$25000 - $37499;never;less1;less1;less1;never;1;0;0;1;0;0
1362;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Male;below21;Single;0;Some college - no degree;Food Preparation & Serving Related;$87500 - $99999;less1;gt8;1~3;1~3;less1;1;1;0;0;1;0
1363;No Urgent Place;Friend(s);Snowy;30;10AM;Carry out & Take away;1d;Male;21;Single;0;Associates degree;Computer & Mathematical;$37500 - $49999;never;less1;1~3;less1;less1;1;1;0;0;1;1
1364;Home;Alone;Sunny;55;6PM;Bar;1d;Male;41;Single;0;High School Graduate;Installation Maintenance & Repair;$12500 - $24999;less1;1~3;1~3;less1;never;1;0;0;1;0;1
1365;Work;Alone;Sunny;80;7AM;Restaurant(<20);1d;Female;31;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$12500 - $24999;never;1~3;less1;1~3;1~3;1;0;0;1;0;1
1366;Home;Alone;Sunny;80;10PM;Carry out & Take away;1d;Female;31;Married partner;1;Some college - no degree;Office & Administrative Support;$37500 - $49999;1~3;1~3;4~8;1~3;less1;1;0;0;1;0;0
1367;No Urgent Place;Partner;Sunny;80;10AM;Restaurant(20-50);1d;Female;26;Unmarried partner;0;High School Graduate;Business & Financial;$12500 - $24999;never;1~3;less1;1~3;never;1;0;0;0;1;1
1368;Work;Alone;Rainy;55;7AM;Bar;1d;Male;31;Unmarried partner;0;Bachelors degree;Sales & Related;$12500 - $24999;never;less1;1~3;1~3;never;1;1;1;0;1;1
1369;Home;Alone;Sunny;30;6PM;Restaurant(20-50);1d;Female;50plus;Divorced;1;Some college - no degree;Unemployed;$37500 - $49999;never;never;4~8;1~3;less1;1;0;0;1;0;0
1370;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Male;46;Married partner;1;Bachelors degree;Management;$100000 or More;4~8;never;4~8;4~8;1~3;1;1;0;0;1;0
1371;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;50plus;Married partner;1;Bachelors degree;Education&Training&Library;$12500 - $24999;less1;4~8;4~8;gt8;less1;1;0;0;0;1;1
1372;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Male;46;Single;0;Bachelors degree;Management;$100000 or More;never;less1;4~8;1~3;never;1;1;0;0;1;1
1373;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;21;Single;0;Bachelors degree;Computer & Mathematical;$87500 - $99999;1~3;1~3;1~3;4~8;1~3;1;1;0;0;1;0
1374;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;26;Married partner;0;Associates degree;Management;$12500 - $24999;never;less1;gt8;4~8;never;1;0;0;0;1;1
1375;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;26;Single;0;Associates degree;Office & Administrative Support;$37500 - $49999;4~8;less1;1~3;4~8;1~3;1;0;0;0;1;0
1376;No Urgent Place;Kid(s);Sunny;80;10AM;Bar;1d;Female;41;Married partner;1;Bachelors degree;Business & Financial;$100000 or More;1~3;less1;less1;1~3;1~3;1;1;0;0;1;0
1377;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Female;50plus;Divorced;1;Some college - no degree;Unemployed;$37500 - $49999;never;never;4~8;1~3;less1;1;1;0;0;1;0
1378;No Urgent Place;Alone;Sunny;55;6PM;Coffee House;2h;Male;26;Unmarried partner;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;1~3;4~8;1~3;1;0;0;0;1;0
1379;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;21;Single;0;Some college - no degree;Sales & Related;$100000 or More;less1;never;gt8;1~3;less1;1;1;1;0;1;0
1380;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;2h;Male;36;Unmarried partner;1;Some college - no degree;Unemployed;$87500 - $99999;1~3;less1;4~8;1~3;less1;1;1;0;0;1;1
1381;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Business & Financial;$75000 - $87499;less1;1~3;gt8;4~8;less1;1;1;0;0;1;1
1382;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);1d;Male;21;Unmarried partner;0;Bachelors degree;Business & Financial;$75000 - $87499;1~3;less1;4~8;1~3;1~3;1;0;0;0;1;1
1383;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;2h;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$87500 - $99999;less1;gt8;4~8;1~3;less1;1;1;0;0;1;0
1384;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Female;21;Unmarried partner;0;Bachelors degree;Student;$50000 - $62499;less1;never;1~3;4~8;1~3;1;1;0;0;1;0
1385;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;1d;Female;21;Single;0;Bachelors degree;Life Physical Social Science;$37500 - $49999;less1;never;less1;1~3;never;1;0;0;0;1;0
1386;No Urgent Place;Kid(s);Sunny;80;2PM;Coffee House;1d;Female;46;Married partner;1;High School Graduate;Transportation & Material Moving;$37500 - $49999;less1;less1;1~3;1~3;never;1;0;0;0;1;1
1387;No Urgent Place;Alone;Sunny;55;10AM;Coffee House;2h;Female;below21;Single;0;Some college - no degree;Student;$100000 or More;never;1~3;4~8;4~8;1~3;1;0;0;0;1;0
1388;No Urgent Place;Kid(s);Sunny;55;6PM;Coffee House;2h;Female;36;Divorced;1;Graduate degree (Masters or Doctorate);Student;$12500 - $24999;never;gt8;gt8;gt8;1~3;1;1;0;0;1;0
1389;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$25000 - $37499;less1;1~3;1~3;1~3;1~3;1;1;1;0;1;0
1390;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Female;50plus;Married partner;1;High School Graduate;Retired;$75000 - $87499;never;never;4~8;less1;1~3;1;1;0;0;1;0
1391;No Urgent Place;Partner;Sunny;30;10AM;Restaurant(20-50);1d;Male;below21;Unmarried partner;0;Some college - no degree;Student;$25000 - $37499;never;never;1~3;less1;never;1;0;0;0;1;0
1392;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Female;21;Single;0;Some college - no degree;Management;$25000 - $37499;4~8;less1;gt8;1~3;1~3;1;0;0;0;1;0
1393;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;less1;1~3;4~8;1~3;never;1;0;0;1;0;1
1394;No Urgent Place;Partner;Sunny;80;10PM;Restaurant(<20);1d;Male;below21;Unmarried partner;0;Some college - no degree;Student;$87500 - $99999;never;1~3;1~3;1~3;less1;1;1;0;0;1;1
1395;Work;Alone;Snowy;30;7AM;Restaurant(<20);2h;Female;50plus;Married partner;1;Some college - no degree;Personal Care & Service;$87500 - $99999;never;gt8;less1;1~3;less1;1;1;1;0;1;0
1396;Work;Alone;Sunny;80;7AM;Coffee House;1d;Female;50plus;Single;1;Bachelors degree;Legal;$25000 - $37499;never;less1;4~8;1~3;less1;1;0;0;1;0;1
1397;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Sales & Related;$100000 or More;1~3;1~3;4~8;4~8;less1;1;1;0;0;1;1
1398;No Urgent Place;Kid(s);Sunny;80;10AM;Restaurant(<20);1d;Male;31;Married partner;1;Bachelors degree;Management;$50000 - $62499;never;never;never;less1;;1;1;0;0;1;0
1399;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$50000 - $62499;gt8;1~3;;4~8;less1;1;0;0;0;1;1
1400;Home;Alone;Sunny;30;6PM;Carry out & Take away;1d;Male;36;Unmarried partner;0;Bachelors degree;Education&Training&Library;$62500 - $74999;4~8;1~3;gt8;gt8;1~3;1;0;0;0;1;1
1401;Home;Alone;Snowy;30;10PM;Restaurant(20-50);2h;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$37500 - $49999;1~3;gt8;4~8;4~8;less1;1;0;0;0;1;0
1402;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;1d;Male;26;Single;0;Bachelors degree;Business & Financial;$100000 or More;4~8;1~3;less1;1~3;less1;1;1;0;0;1;1
1403;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Female;26;Single;0;Bachelors degree;Office & Administrative Support;$12500 - $24999;less1;less1;less1;less1;less1;1;0;0;1;0;1
1404;Home;Partner;Sunny;80;6PM;Coffee House;1d;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Education&Training&Library;$87500 - $99999;1~3;1~3;less1;1~3;less1;1;0;0;1;0;0
1405;No Urgent Place;Friend(s);Sunny;80;10PM;Bar;1d;Male;46;Single;0;Some college - no degree;Sales & Related;Less than $12500;1~3;1~3;4~8;4~8;4~8;1;1;0;0;1;0
1406;Home;Alone;Sunny;80;6PM;Coffee House;1d;Female;41;Single;1;Associates degree;Sales & Related;$25000 - $37499;less1;less1;4~8;4~8;1~3;1;0;0;1;0;1
1407;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Male;21;Unmarried partner;0;Bachelors degree;Business & Financial;$62500 - $74999;4~8;1~3;4~8;1~3;less1;1;1;0;0;1;0
1408;No Urgent Place;Partner;Sunny;80;10AM;Bar;2h;Female;26;Married partner;0;High School Graduate;Arts Design Entertainment Sports & Media;$75000 - $87499;gt8;never;1~3;less1;less1;1;0;0;0;1;1
